assunto,titulo
2,"Após notícia-crime, Bolsonaro e Moraes se cumprimentam em cerimônia de posse no TST"
2,McDonald's inicia desmontagem de restaurantes na Rússia
2,História do Tereré vai virar livro que será lançado ainda em 2022
2,Cantor Conrado está em estado grave após acidente que vitimou companheiro de dupla
2,Exportações da China desaceleram para nível mais fraco em quase 2 anos por restrições contra a Covid
2,Calendário da Caixa do FGTS pelo Saque-aniversário
2,ONU pede volta de exportações de alimentos em portos da Ucrânia
2,Recuo de commodities deve frear PIB em 2023
2,Confiança do investidor da zona do euro cai pelo 3º mês seguido e cresce risco de recessão
2,"Dupla é presa suspeita de roubar caminhão com 25 mil litros de combustíveis, em Manaus"
2,"Você viu? Perda de valor do real, desaparecimento em comunidade Yanomami, Johnny Depp x Amber Header e a baiana de 121 anos"
2,"Em Mariupol, placas em ucraniano e inglês são substituídas por sinais em russo"
2,"50 bebês são intoxicados por agrotóxicos por ano no Brasil, aponta pesquisadora da USP"
2,"Após acidente, idoso que caiu em cratera do Calçadão no AC segue internado depois de nova cirurgia"
2,"Homeschooling: o que muda com projeto aprovado na Câmara, mas que ainda vai ao Senado"
2,Covid na Coreia do Norte: do 1º caso confirmado a 1 milhão com 'febre' em menos de uma semana
2,A história do sutiã que revolucionou o esporte feminino
2,Ataque 'indiscriminado' com faca deixa três feridos na Noruega
2,"Corpos encontrados próximo à represa de Ponta Grossa são de casal desaparecido após sair para acampar, diz família"
2,"Programação cultural tem música, teatro e arte para todos os públicos em Presidente Prudente"
2,INSS começa pagar 2ª parcela do 13° para quem ganha acima do piso nacional
2,Por qual motivo a Turquia dirá não à Finlândia e Suécia na Otan?
2,EUA flexibilizam sanções contra Venezuela para promover diálogo político
2,Demissão de Bento Albuquerque pega 'centrão' de surpresa
2,"É aterrorizante levar minha filha à escola, diz sobrevivente de Columbine após massacre no Texas"
2,Por que a redução do IPI afeta a ZFM?
2,Suspeito de ataque ao metrô de Nova York é indiciado e pode pegar prisão perpétua
2,Covid-19: 4 sintomas estranhos do coronavírus que você talvez não conheça
2,Trump paga US$ 110 mil por obstruir investigação fiscal em Nova York
2,"Friagem perde força e temperaturas voltam a subir em todo o Acre nesta sexta-feira (6), prevê Sipam"
2,Entidades médicas esperam decisão da Anvisa sobre cigarro eletrônico
2,"40,8% dos reajustes salariais ficam abaixo da inflação no ano, mostra Dieese"
2,TVs na Rússia exibem críticas à guerra na Ucrânia após ataque hacker: 'Você tem sangue nas mãos'
2,Governo autoriza benefício extra aos inscritos no Auxílio Brasil
2,Saque extra de FGTS: Veja quem poderá sacar os novos valores
2,Vladimir Putin pode declarar guerra à Ucrânia em breve? Entenda
2,"Rússia não quer guerra na Europa, diz chanceler russo Sergei Lavrov"
2,Indústria cresce em nove dos 15 locais analisados pelo IBGE
2,O que se sabe sobre os casos de hepatite de causa desconhecida
2,Recorde de inflação e de dívida em atraso aumenta mal-estar dos brasileiros
2,Carrinho esvaziado: g1 mostra a queda do poder de compra de R$ 200 em dois anos
2,Polícia do Rio investiga se morte de rapaz foi provocada por PMs
2,"'Não vamos nos intimidar', diz Moraes sobre ataques ao processo eleitoral"
2,PIX Saque e PIX Troco ainda têm baixa adesão de brasileiros
2,Novo pagamento do Auxílio-doença do INSS: Como dar entrada?
2,Juiz de Fora registra segundo caso suspeito de hepatite aguda infantil
2,Como turismo e ciência trabalham juntos na Antártida
2,Fascite plantar: como tratar dor na sola do pé
2,AGU diz ao Supremo que indulto de Bolsonaro a Daniel Silveira é constitucional
2,Como funciona o Seguro desemprego?
2,Cadastro positivo de motoristas: Novos benefícios
2,Segurados com NIS finais 4 e 9 recebem primeira parcela do 13º
2,Anitta vira sócia de empresa que produz carne à base de plantas
2,"Temperaturas sobem um pouco, mas frio permanece no fim de semana"
2,Auxílio-doença: qual valor e quantas parcelas posso receber?
2,Advocacia-Geral reverteu mais de R$ 761 bilhões para os cofres públicos em 2021
2,Bebê de quase dois meses morre ao ser atirada da janela pelo pai em MG
2,Como envelhecimento do eleitorado brasileiro pode afetar as eleições
2,Biden assina pacote de ajuda de US$ 40 bilhões à Ucrânia
2,Acidente com ônibus deixa vítimas em Itupeva
2,Moradores ficam com água até a cintura em bairros inundados por chuvas em Boa Vista: 'ilhados'
2,IFRS abre inscrição do Processo Seletivo 2022.2 (cursos técnicos e superiores)
1,"Theo Bial, filho de Pedro Bial e Giulia Gam, lança álbum 'Vertigem'"
1,Homem é preso pela Polícia Civil por suspeita de envolvimento com roubos em Muriaé e região
0,Quatro pessoas são presas por tráfico de drogas em Porto Velho
0,"Vogue Kids faz acordo e banca R$ 8,3 mi em campanha contra trabalho infantil"
0,Justiça manda prender vereador de Linhares por morte de ativista
-1,"Putin vai cortar fornecimento de gás à Finlândia, diz estatal de energia"
-1,Valores pelo PIX: Vale a pena parcelar?
-1,Saiba se você poderá se aposentar por idade em 2022
-1,Caixa paga Auxílio Brasil para beneficiários com NIS final cinco
-1,Motociclista morre ao bater na traseira de ônibus parado em rodovia de MS
-1,Valores esquecidos em bancos ainda podem ser sacados?
-1,Miriam Leitão: 'Estamos passando por um período muito difícil de inflação'
-1,Conta de Luz alta: Dicas para novas economias
-1,Intenção de Consumo das Famílias cresce pelo quinto mês
-1,É possível emitir pela internet o extrato de CNIS: Saiba como
-1,"Falta 1 semana para o fim do prazo do Imposto de Renda 2022; 8,3 milhões ainda não enviaram declaração"
-1,Brasileiro terá que trabalhar 149 dias do ano para pagar impostos
-1,Câmara dos Deputados elege amanhã novos integrantes da Mesa Diretora
-1,Nova York remove último telefone público de rua da Times Square
-1,VÍDEO: Imagens espetaculares mostram a erupção do Monte Etna na Itália
-1,82% dos ucranianos não aceitam ceder territórios em negociações pela paz
-1,Opinião: Rússia deve arcar com reconstrução da Ucrânia
-1,Caixa paga nova parcela do Auxílio Brasi: Saiba quem recebe
-1,Convocação de candidatos do Fies termina nesta quinta-feira: Confira
-1,BNDES lança edital de seleção de startups de impacto socioambiental
-1,Balcão de Empregos de Presidente Prudente oferece 203 oportunidades de trabalho
-1,Caixa paga Auxílio Brasil para beneficiários com NIS final 5
-1,Johnny Depp x Amber Heard: a repentina mudança de estratégia da defesa da atriz
-1,Vai viajar? Passagem área foi item que mais subiu na prévia da inflação de maio; veja as maiores altas
-1,"Por reeleição, Bolsonaro dá carta branca para troca de diretores e conselho na Petrobras"
-1,"Ibovespa fecha em alta, mesmo com peso de nova troca na Petrobras"
-1,"200 corpos são encontrados em um porão de Mariupol, diz Ucrânia"
-1,Como estão as pesquisas para vacinar contra a Covid os menores de 5 anos?
-1,Grupo cai de penhasco em passeio na Califórnia; um homem morre e duas mulheres ficam gravemente feridas
-1,Motoristas podem recorrer ao receber multas de trânsito: entenda
-1,ECD: qual a diferença entre o SPED Contábil e o fechamento de balanço?
-1,CFC e CRCs promovem debates sobre currículo do curso de Ciências Contábeis
-1,Saque do FGTS: opções para investir o dinheiro
-1,Veja as dúvidas sobre o novo BPC
-1,Segundo LIRAa de 2022 mostra redução de quase 5% no índice de infestação do Aedes aegypti em Uberaba
-1,Alterações no Enem para futuros exames em 2022
-1,"Recursos do leilão do 5G devem levar internet a 15 mil escolas, estima conselheiro da Anatel"
-1,Linha de metrô Elizabeth começa a operar em Londres com cinco anos de atraso
-1,Tiroteio em escola primária deixa 19 crianças e 2 adultos mortos no Texas
-1,Rainha Elizabeth II faz aparição surpresa na cerimônia de abertura de linha de metrô com seu nome
-1,Maioria dos ucranianos é contra ceder territórios por paz
-1,"'Guerra de Putin é imperialista', afirma chanceler alemão Olaf Scholz"
-1,Confira o que abre e o que fecha no feriado do aniversário de Caruaru
-1,"Duas pessoas morrem em acidente entre caminhonete e carreta na BR-262, no ES"
-1,Bolsonaro se reúne com enviado de Biden para discutir participação na Cúpula das Américas
-1,"Sem remédios nem comida, norte-coreanos sofrem com Covid-19"
-1,Presidente sanciona lei que amplia pena para violência contra crianças
-1,"Dólar opera em queda de 1,96%, vendido a R$ 4,953; Bolsa sobe 0,64%"
-1,"Viktor Orbán, da Hungria, decreta estado de emergência por causa da guerra entre Rússia e Ucrânia"
-1,"Modernização do setor elétrico inclui energia mais barata, diz Ipea"
-1,Sachsida e Guedes se reúnem na véspera de julgamento sobre Eletrobras
-1,Soldados ucranianos encontram ânfora do século 4 enquanto cavavam trincheira
-1,VÍDEO: Policiais israelenses voltam a enfrentar palestinos em funeral de jovem em Jerusalém
-1,Contas públicas dão sinais enganosos de retomada na economia
-1,"Após alta no diesel, Bolsonaro altera cálculo da tabela de frete rodoviário"
-1,Sessão sobre cobrança de mensalidade em universidade pública é adiada
-1,"José Mauro Coelho, o Breve: executivo deve ter o 2º menor período à frente da estatal desde a redemocratização"
-1,"Ferro-velho de assassinos de perito foi fechado em janeiro, quando fiscais acharam material furtado da Comlurb"
-1,Bolsonaro envia ao Congresso pedido de crédito de R$ 728 milhões para sete órgãos
-1,"MPF aciona PF após relatos de conflito em área indígena, onde caçadores foram encontrados mortos no Pará"
-1,"Dois motociclistas morrem em acidente na Lúcio Meira, em Três Rios"
-1,"Projeto que limita ICMS pode reduzir preço da gasolina em até 12% e da energia em 11%, diz autor"
-1,Otan: Finlândia e Suécia enviarão delegações à Turquia
-1,"Após frear atividades, presidente do Incra cobra mais orçamento para o órgão em audiência pública"
-1,Homem negro vítima de mulher que fez denúncia falsa para a polícia nos EUA vai apresentar programa de TV sobre pássaros
-1,‘Ministério da Verdade’ de Biden é suspenso
-1,"Rússia assume controle da cidade de Svitlodarsk, na região de Donetsk, diz governador"
-1,PF cumpre mais um mandado contra homem que fugiu algemado da sede da corporação em Fortaleza
-1,"Em cerimônia, França devolve ao Brasil 998 fósseis do período Cretáceo; veja imagens"
-1,"VÍDEO: moradora encontra duas cascavéis em casa em Cruzeiro, SP"
-1,Diretor-geral da Organização Mundial da Saúde é reeleito
-1,Airbnb vai encerrar operação na China a partir de 30 de julho
-1,Edifício desaba no Irã e equipes buscam desaparecidos
-1,Campanha Estadual de Doação de Leite Humano é realizada no Maranhão
-1,STF determina extradição do mafioso italiano Rocco Morabito
-1,Testemunha gravou emboscada contra perito; Vídeo
-1,Varíola dos macacos: como se transmite e quais são os sintomas da doença
-1,Por que não ter contraído covid até agora pode ser mais que sorte
-1,"Após queda de 48% no lucro, Raízen tem projeções positivas para nova safra"
-1,Banco de Leite: doações no mês de abril caíram em 7% no DF
-1,"Kit robótica, escola caótica"
-1,Artistas se dividem em apoio a Lula e Bolsonaro
-1,Starbucks vai deixar a Rússia após 15 anos
-1,Novo Salário Mínimo: R$ 1.294 pode se aprovado no próximo ano
-1,"'Espiões' de Bolsonaro na Petrobras miram em diretores, diz jornal"
-1,Até onde vai o Lula Paz e Amor na batalha das rejeições?
-1,"Inflação, desemprego e juros altos causam fuga recorde da poupança"
-1,Auxílio Brasil: confira os pagamentos restantes de maio
-1,Serra do Curral: Artistas entregam manifesto à Assembleia Legislativa
-1,"Pandemia ‘criou’ quase 600 ultrarricos, segundo Oxfam"
-1,"Inflação medida pelo IGP-10 recua para 0,10% no mês de maio, diz FGV"
-1,Polícia aguarda laudo para concluir investigação sobre atropelamento de 5 crianças no DF
-1,"Ciclone extratropical ganha força, ganha nome de ""Yakecan"" e suspende aulas no RS"
-1,Aquece PR: quartéis do Corpo de Bombeiros de todo Estado estão recebendo doações
-1,Projeto de hospital de Apucarana com novidade
-1,Polícia Civil busca identificar criminosos que roubam caminhões na BR-101
-1,Raros embriões de dinossauros muito bem conservados são encontrados na China
-1,"Pescadores encontram corpo de homem na Lagoa Mundaú, Maceió"
-1,Balão cai no interior paulista e deixa uma pessoa gravemente ferida
-1,"VÍDEO: Jovem perde controle do veículo e bate em poste em Maringá, diz polícia"
-1,"Caso Backer: mais de 2 anos após mortes por intoxicação, Justiça começa a ouvir testemunhas"
-1,"Em greve há cinco dias, professores da rede municipal fazem manifestação em três bairros de Salvador e cobram reajuste salarial"
-1,Movimento LED distribuirá R$ 300 mil a universitários que apresentem as melhores soluções para problemas da educação
-1,Jovens e adolescente são suspeitos de furtar R$ 250 mil em joias e outros objetos na capital de MS
-1,"Prazo para aderir ao Relp termina dia 31, alerta Receita Federal"
